date,ASX Small Ords Accum (Ex 100),S&P/ASX 200  Energy   ( TR)m,S&P/ASX 200 - Materials   ( TR)m,S&P/ASX 200 - Telecommunication Services   ( TR)m,S&P/ASX 200(TR)m,S&P/ASX 200 - Property Trusts   ( TR)m,ASX Small Ords Accum (Ex 100),AU NAB Business Confidence,AU NAB Business Conditions,AU NAB Trading Conditions,AU NAB Profitability,Aus NAB Employment,AU NAB Forward Orders,AU NAB Stocks,AU NAB Labour Costs,AU NAB Price of Final Products,Aus Employed - Unemployment Rate,AU NAB Capacity Utilisation,Aus AW Hours,Aus Real GDP mom%,Aus Nominal GDP mom%,Aus Gross Operating Surplus-Private Non financial mom%,Aus Non farm unit labour costs,Aus Wages share % GDP,Aus Rates of Pay Private Sector mom%,Aus Westpac-MI Consumer Sentiment Index,Aus Change in inventories Private real % GDP, Aus non Farm GDP real mom% ,Aust Real Retail Turnover - Total mom%,Aus CPI All Groups,Aus CPI All Groups ex volatile items,Aus CPI Weighted Median,Aus CPI Trimmed Mean,Aus Private Dwelling Investment mom%,Aus Private Capex Equip Investment ex transfers mom%,Aus GDP - Household Consumption mom%,Aus GDP - Private Investment mom%,Aus Terms of Trade,Aus Net External Debt mom%,NAB Business Conditions Deviation from Avge,NAB- NAPMNO Deviation from Avge,Aus Non-Residential Construction Investment mom%,Aus Average Hours(Market sector),Aus GDP per Hour Worked,Aus GDP per Hour Worked(Mkt sector),Aus NAB Business Confidence (SA),Aus NAB Business Conditions(SA),AU NAB Trading Conditions(SA),AU NAB Profitability(SA),Aus NAB Employment(SA),Aus NAB Forward Orders(SA),AU NAB Stocks(SA),AU NAB Labour Costs(SA),AU NAB Purchase Costs(SA),AU NAB Prices(SA),AU NAB Capacity Utilisation(SA),Aus Interest on Dwellings mom%,Aus Consumer Debt Interest mom%,Aus Current Account Deficit % GDP,Aus Household Interest Payments to Disposabl Income,Aus Household Housing Interest Payments to Disp Inc,Aus Household Debt to Assets,Aus Housing Debt to Housing Assets,Aus Total Assets to Disposable Income,Aus Financial  Assets to Disposable Income,Aus Househld Assets- Dwellings,Aus Househld Assets- Consumer Durables,Aus Household Assets- Deposits,"Aus Household Assets- Reserves Life, Pension funds",Aus Household Assets- Equity,Aus Household Assets- other Financial,Aus Household Assets -Total Financial,Aus Household Debt to Disposable Income,Aus Housing Debt to Disposable Income,Aus Housing Debt(est) % of annual Aust GDP,NAB Business Conditions SD from MAV(12),AUS Current Account % of AUS GDP,Aus Aggregate Monthly Hours Worked mom%,Aus Employed - Labour Force mom%,"NAB fwd Orders detrended, normalised",NAB Retail - BusConditions v Total Business Con(2),NAB FBP - BusinessConditions rel overall Condit(2),Australia General government net debtPercent of GDP,AU Westpac-MI Consumer Sentiment Index - Buy major HH item,AU Westpac-MI Consumer Sentiment Index - Family Finances now,AU Westpac-MI Consumer Sentiment Index - Family Finances 1yr,AU Westpac-MI Consumer Sentiment Index - Economic Conditions 1yr,AU Westpac-MI Consumer Sentiment Index - Economic Conditions 5yr,Aus Employment to Population Ratio,Aus Employed  (Part time),WBC Consumer Economic Conditions 5yr - 1yr,WBC WBC Consumer Sentiment Time to buy a House,Aust Underemployment rate
30/09/2011,5139.48,83211.59,70058.57,10872.99,30239.41,18385.93,5139.48,2.9,7.1,12.2,4.1,4.9,0.7,4.1,1,0.2,5.22,81.5,91,0.44,0.6,1.13,93.5,51.6,0.33,96.9,-0.29,0.45,0.98,3.4,2.3,2.7,2.5,-0.77,2.14,0.64,2.43,110.4,2.2,-0.06,0.4,5.73,95.5,89.3,86.8,-1.1,2,5.1,-2.6,2.6,-3.5,-0.2,1.2,0.8,0.3,81.1,0.46,-0.55,8.9,11.5,9,22.1,28.9,722.6,287.3,4185,306,652,1305,592,416,2964,160,117,74.34,0.14,-3.15,-0.19,0.2,-0.16,-5.26,5.53,9.5,131.8,79.8,95.3,85.4,92.2,62.1,3350.52,6.8,131.9,6.83
31/10/2011,5544.06,93484.53,75595.63,10855.69,32430.56,19083.99,5544.06,6.4,3,7.8,-0.5,1.7,-0.2,5.9,0.9,0,5.19,81.5,91.17,0.36,0.05,-0.52,93.43,51.7,0.34,97.2,0.25,0.4, -   ,3.27,2.4,2.63,2.57,-0.5,-0.16, -   ,-0.94,108.78,-0.34,-0.17,0.32,-2.46,95.77,89.43,86.73,2.7,0.5,4.6,-2.4,-1.1,-2.1,-0.8,0.8,0.7,0.1,80.9,-1.84,-2.09,-0.87,11.4,8.93,22.17,29.03,720.04,287.2,4179.27,306.34,656.72,1308.03,593.68,418.36,2976.13,159.8,116.9,74.64,-0.36,-3.12,0.74,-0.02,0.05,-10.69,8.16,9.86,124.4,81.6,98.1,86.2,96,62.01,3333.03,9.8,118.2,6.95
30/11/2011,5338.47,89456.63,70733.2,11058.99,31302.54,19587.22,5338.47,1,5,4.6,3.6,6.7,2.9,9.1,1.2,0.3,5.23,81.9,91.33,0.35,0.05,-0.51,93.37,51.8,0.33,103.4,0.24,0.38, -   ,3.13,2.5,2.57,2.63,-0.48,-0.16, -   ,-0.92,107.22,-0.33,-0.1,0.33,-2.44,96.03,89.57,86.67,3.5,1.4,1.2,-0.1,3.7,0.3,2.2,1.2,0.8,0.3,81.2,-1.81,-2.07,-0.85,11.3,8.87,22.23,29.17,717.56,287.1,4173.73,306.66,661.28,1310.97,595.32,420.64,2987.87,159.6,116.8,74.92,0.04,-3.1,-0.46,0.08,0.39,-3.79,4,10.21,126.6,87.4,97.3,102.4,103.1,61.94,3369.92,0.7,125.8,7.07
31/12/2011,5108.86,84972.93,67906.83,11619.38,30879.12,19068.08,5108.86,1.8,7.9,12.6,9.4,1.7,-3,5.2,0.9,0.1,5.2,81.4,91.5,0.36,0.05,-0.53,93.3,51.9,0.34,94.7,0.24,0.4,0.96,3,2.6,2.5,2.7,-0.5,-0.16,0.39,-0.96,105.6,-0.34,-0.18,0.22,-2.58,96.3,89.7,86.6,2.5,0.4,2.8,-1.2,0.6,-1.9,2.1,1.1,0.6,0.2,80.7,-1.91,-2.18,-0.88,11.2,8.8,22.3,29.3,715,287,4168,307,666,1314,597,423,3000,159.4,116.7,75.21,-0.27,-3.07,0.08,-0.23,0.06,-11.31,6.62,10.57,122.8,79.9,100.3,82.5,88.3,61.73,3315.19,5.8,123.4,7.13
31/01/2012,5504.69,92047.98,74897.77,11635.91,32448.82,20100.57,5504.69,4.2,-10.4,-9.7,-16.2,-5.2,-6.2,-2.7,0.5,0,5.05,80.4,91.6,0.32,0.08,-1.55,93.5,52.34,0.31,97.1,0.05,0.31, -   ,2.49,2.4,2.4,2.56,-1.06,0.45, -   ,2.54,103.79,0.41,-0.22,-0.35,7.9,96.3,89.9,87.04,2.4,-0.2,0.6,-4.7,0.9,-2.5,2.8,0.9,0.2,-0.2,81.8,1.17,0.17,13.19,11.13,8.73,22.27,29.33,716.74,289.08,4176.52,307.68,669.75,1336.14,603.13,421.98,3031,159.43,116.84,75.18,-0.57,-3.47,0.17,0.49,-0.04,-11.03,3.27,10.85,125.7,77.9,101,90.3,90.4,62.02,3342.53,0.1,131.5,7.16
29/02/2012,5863.12,97523.59,74885.76,12015.55,33068.21,20546.69,5863.12,0.4,-1.8,1.6,-4.7,-2.2,-4.7,2.4,0.7,0.2,5.2,80,91.7,0.3,0.07,-1.47,93.7,52.76,0.29,101.1,0.05,0.28, -   ,2.01,2.2,2.3,2.44,-1,0.42, -   ,2.31,102.11,0.38,-0.04,-0.16,6.85,96.3,90.1,87.46,1,2.2,7.1,0.2,-0.6,-1.9,5.3,1.1,0.6,0.2,80.2,1.08,0.16,10.9,11.07,8.67,22.23,29.37,718.36,291.02,4184.48,308.32,673.25,1356.86,608.87,421.02,3060,159.47,116.96,75.15,0.27,-3.84,-0.22,-0.15,0.05,-20.41,0.83,11.1,128,83.3,103.6,91.1,99.4,61.72,3320.92,8.3,118.8,7.26
31/03/2012,5874.24,95345.69,71939.24,12046.2,33472.33,20405.16,5874.24,4.7,4.1,8.5,3.4,0.2,1,1.7,0.6,0.2,5.18,81,91.8,0.32,0.08,-1.6,93.9,53.2,0.31,96.1,0.05,0.3,0.7,1.5,2,2.2,2.3,-1.08,0.44,1.41,2.42,100.3,0.41,0,-0.12,6.85,96.3,90.3,87.9,2.8,2.8,7.2,2.7,-0.4,-3,1.2,1,0.6,0.2,80.8,1.14,0.17,10.51,11,8.6,22.2,29.4,720.1,293.1,4193,309,677,1379,615,420,3091,159.5,117.1,75.12,0.69,-4.25,0.56,0.54,-0.09,-18.57,5.6,11.38,123.1,76.2,99,88.8,93.3,61.95,3366.3,4.5,120.8,7.23
30/04/2012,5820.04,95172.25,71881.38,12951.04,33950.94,21525.9,5820.04,4.9,-1,0.5,-6.3,2.8,-1.8,-0.5,1,0.1,4.99,79.3,91.83,0.24,0.48,0.22,93.93,53.2,0.3,94.5,-0.17,0.27, -   ,1.4,1.93,2.1,2.2,-1.15,0.84, -   ,0.65,100,0.98,-0.21,-0.22,1.53,96.3,90.46,88.06,4.7,0,2.3,-4.4,3.3,-1.3,1.2,1.1,0.7,0.2,79.5,-1.23,-1.01,-7.89,10.87,8.47,22.13,29.5,722.94,296.46,4202.23,309.66,679.64,1376.69,613.68,467.47,3137.48,159.7,117.23,75.35,-0.52,-3.89,0.2,-0.3,0.16,-6.93,4.05,11.64,128.4,65.2,94.9,89.5,94.7,61.8,3376.01,5.2,120.5,7.3
31/05/2012,5225.31,85445.03,64154.3,12978.63,31695.6,21254.27,5225.31,-6.3,-7.9,-6.2,-13.3,-4.3,-5.8,-4.3,0.6,0.2,5.2,79.5,91.87,0.25,0.5,0.22,93.97,53.2,0.3,95.3,-0.18,0.28, -   ,1.3,1.87,2,2.1,-1.2,0.86, -   ,0.67,99.7,1,-0.48,-0.41,1.55,96.3,90.64,88.24,-1.2,-3.6,0.3,-6.7,-4,-4.5,-1.8,1,0.7,0.3,79.9,-1.29,-1.06,-8.85,10.73,8.33,22.07,29.6,725.86,299.94,4211.77,310.34,682.36,1374.31,612.32,516.53,3185.52,159.9,117.37,75.58,-2.9,-3.53,0.42,0.61,-0.29,-9.75,2.8,11.91,119.6,76.3,93.5,90.7,96.4,61.95,3376.61,5.7,118.2,7.35
30/06/2012,4975.35,80257.74,61963.11,13459.73,31904.52,22193.34,4975.35,-7.7,0.3,5.9,0.7,-5.7,-6.4,-0.7,0.3,0,5.16,81,91.9,0.24,0.48,0.21,94,53.2,0.29,95.6,-0.17,0.27,1.44,1.2,1.8,1.9,2,-1.18,0.83,0.43,0.64,99.4,0.96,-0.29,0.08,1.48,96.3,90.8,88.4,-2.3,-1.1,3.2,-1.7,-3.6,-6.8,3.8,0.9,0.7,0.3,80.7,-1.27,-1.03,-9.4,10.6,8.2,22,29.7,728.7,303.3,4221,311,685,1372,611,564,3232,160.1,117.5,75.81,-0.68,-3.18,-1.71,-0.26,-0.59,1.25,1.18,12.18,128.6,79.8,86.3,90.5,92.7,61.73,3379.57,2.2,128,7.18
31/07/2012,4966.14,82495.7,61579.86,14579,33270.37,23443.72,4966.14,3.2,-4.9,-4,-7.9,-2.7,-6.9,-3.2,3.3,0.8,5.18,79.3,91.8,0.19,0.07,-0.44,93.66,53.13,0.27,99.1,0.02,0.2, -   ,1.44,2,2.1,2.1,0.97,0.44, -   ,0.33,97.92,0.12,-0.46,0.2,-0.02,96.4,91.1,88.53,2.2,-3.3,-1.9,-5.7,-2.8,-4.3,0.2,1.3,1.2,0.3,79.8,-0.66,-1.37,19.67,10.57,8.2,21.97,29.83,730.32,305.73,4215.95,311.67,692.41,1389.18,616.05,562.65,3260.64,160.23,117.84,75.65,-1.73,-3.81,0.67,0.1,-0.22,-12.83,3.42,12.45,130,83.5,88.9,95.8,97.5,61.69,3382.21,1.7,128.8,7.06
31/08/2012,5112.51,85461.48,60907.93,14566.79,33981.77,23423.92,5112.51,-1.9,1,4,-0.8,-0.2,-4.4,4.4,1.8,0.4,5.16,79.7,91.7,0.19,0.07,-0.45,93.33,53.07,0.28,96.6,0.02,0.2, -   ,1.67,2.2,2.3,2.2,0.96,0.44, -   ,0.33,96.43,0.12,-0.1,0.4,-0.02,96.5,91.41,88.67,-2.8,1.4,4.8,-1.8,-0.3,-2.8,4.4,1.1,0.7,0.2,80,-0.66,-1.39,16.44,10.53,8.2,21.93,29.97,731.93,308.15,4210.89,312.35,699.83,1406.37,621.11,561.3,3289.28,160.37,118.17,75.48,0.57,-4.43,-0.04,0.09,-0.03,-7.38,0.75,12.72,125.4,78.2,91.8,92.8,94.9,61.66,3382.05,2.1,118.5,6.91
30/09/2012,5336.12,84910.41,66002.63,14838.31,34723.66,23730.86,5336.12,3,0.9,3.9,-0.5,-0.8,-5,3.1,0.7,0,5.49,80.4,91.6,0.19,0.06,-0.43,93,53,0.26,98.2,0.02,0.19,-0.2,1.9,2.4,2.5,2.3,0.92,0.43,0.26,0.31,95,0.12,-0.52,-0.38,-0.02,96.6,91.7,88.8,-0.7,-4.1,-2.1,-6.6,-3.4,-8.9,-0.7,0.9,0.6,0.1,79.9,-0.65,-1.36,13.66,10.5,8.2,21.9,30.1,733.5,310.5,4206,313,707,1423,626,560,3317,160.5,118.5,75.32,-1.87,-5.03,0.64,0.62,-0.87,-10.54,0.55,12.99,124.9,78.43,96.21,93.36,98.13,61.74,3366.85,4.77,127.6,6.84
31/10/2012,5405.77,85878.91,67670.73,15669.73,35760.08,24987.67,5405.77,2.4,-3.3,0.5,-5.5,-5,-4.5,2.2,0.7,0,5.41,80.7,91.8,0.16,0.14,-0.64,93.27,53.1,0.27,99.2,-0.15,0.18, -   ,1.97,2.4,2.53,2.27,0.69,-0.07, -   ,-1.31,94.46,0.54,-0.62,-0.31,-3.69,96.47,91.63,89.14,-1.2,-5.5,-2.6,-6.8,-7.9,-6.3,-3.7,0.7,0.6,0.1,80.2,-1.44,-1.67,-0.36,10.37,8.07,21.77,29.93,738.66,312.76,4242.05,313.67,711.04,1442.54,631.05,560,3345.3,160.7,118.7,75.78,-2.05,-5.01,-0.68,-0.09,-0.44,-5.97,2.11,13.26,129.6,82.59,98.9,91.12,93.61,61.65,3353.05,2.5,139.8,6.99
30/11/2012,5274.3,83596.49,67326.31,16271.82,35929.26,24653.04,5274.3,-10.3,-2.6,0.2,-5.9,-2.2,-7.6,1.7,0.8,0,5.26,80.2,92,0.16,0.13,-0.62,93.53,53.2,0.26,104.3,-0.15,0.18, -   ,2.03,2.4,2.57,2.23,0.67,-0.07, -   ,-1.28,93.94,0.52,-0.67,-0.38,-3.71,96.33,91.57,89.46,-8.4,-6.1,-3.4,-9.7,-5,-10.5,-4.6,0.9,0.6,0,79.6,-1.41,-1.64,-0.35,10.23,7.93,21.63,29.77,743.64,314.94,4276.95,314.33,714.96,1461.46,635.95,560,3372.7,160.9,118.9,76.23,-1.72,-4.98,0.82,-0.21,-0.95,-9.58,5.19,13.52,136.13,91.76,100.19,96.58,96.8,61.54,3369.14,0.21,139.8,7.04
31/12/2012,5444.84,84826.62,70614.59,16532.41,37134.53,25357.8,5444.84,2.5,1.3,3.9,1.9,-1.9,-6.3,1.7,0.9,-0.1,5.43,80.2,92.2,0.16,0.14,-0.64,93.8,53.3,0.26,100,-0.15,0.18,-0.03,2.1,2.4,2.6,2.2,0.68,-0.07,0.16,-1.34,93.4,0.53,-0.64,-0.57,-3.98,96.2,91.5,89.8,3,-5.7,-5.4,-8,-3.2,-5.3,-1.8,1,0.5,0,79.6,-1.48,-1.72,-0.36,10.1,7.8,21.5,29.6,748.8,317.2,4313,315,719,1481,641,560,3401,161.1,119.1,76.7,-1.25,-4.96,0.14,0.28,-0.11,-10.16,4.48,13.8,129.59,85.15,104.79,92.43,88.18,61.51,3391.95,-4.25,142.2,7.02
31/01/2013,5673.58,89424.01,71652.08,17400.18,38973.87,26477.99,5673.58,4.7,-13.7,-12.3,-15.5,-13.3,-8.5,-7.7,0,0.1,5.39,78.2,92.2,0.15,0.31,0.42,93.66,53.27,0.25,100.6,0.02,0.13, -   ,2.24,2.4,2.67,2.23,-0.17,-1.92, -   ,0.56,93.61,0.33,-0.54,-0.55,3,96.3,91.64,89.73,1.9,-4.4,-2.3,-4.8,-7.2,-5.4,-2.5,0.4,0,-0.1,79.6,-0.69,0.05,-13.02,10.03,7.73,21.43,29.57,751.97,319.61,4331.94,315.69,722.44,1504.42,648.92,560,3435.79,161.17,119.2,76.96,-0.66,-4.3,-0.09,0.53,-0.09,-10.94,5.64,13.99,135.7,77.8,103.5,95,91.1,61.76,3399.03,-3.9,140,6.99
28/02/2013,5722.67,93877.88,71623.29,17870.85,41067.34,27410.98,5722.67,0.9,-7,-4.9,-11.1,-4.9,-13.6,-6.6,0.6,0.2,5.4,79.6,92.2,0.14,0.28,0.37,93.54,53.23,0.21,108.3,0.02,0.12, -   ,2.36,2.4,2.73,2.27,-0.15,-1.77, -   ,0.5,93.79,0.3,-0.47,-0.69,2.63,96.4,91.76,89.67,1.5,-3.5,-0.3,-7.2,-3.2,-11.1,-3.9,1,0.6,0.1,79.7,-0.63,0.05,-13.52,9.97,7.67,21.37,29.53,754.83,321.79,4349.06,316.31,725.56,1525.58,656.08,560,3467.21,161.23,119.3,77.21,-0.23,-3.71,0.12,0.05,-0.87,-6.36,7.61,14.16,143.1,83.5,105,108.9,101,61.68,3455.61,-7.9,135.4,7.06
31/03/2013,5532.29,90701.93,64770.24,17653.33,40160.92,26677.26,5532.29,4.5,-6.5,-3.9,-9.3,-6.1,-2.9,1.2,0.6,-0.1,5.64,80.2,92.2,0.15,0.3,0.41,93.4,53.2,0.24,110.5,0.02,0.13,1.45,2.5,2.4,2.8,2.3,-0.17,-1.99,0.56,0.55,94,0.33,-0.8,-0.78,2.84,96.5,91.9,89.6,2.1,-7.8,-4.9,-10.9,-6.9,-5.9,0,1,0.7,-0.1,79.7,-0.7,0.05,-17.31,9.9,7.6,21.3,29.5,758,324.2,4368,317,729,1549,664,560,3502,161.3,119.4,77.47,-1.44,-3.06,-0.42,-0.03,-0.01,-11.9,9.46,14.35,140.81,86.76,108.2,109.77,107.1,61.41,3441.56,-2.67,144.5,7.23
30/04/2013,5275.03,89656.85,62231.21,19541.35,41983.8,28875.83,5275.03,-1.1,-7.3,-4.2,-8.6,-9.1,-6.2,-5.2,0.8,0.1,5.58,79.4,92.36,0.13,0.4,1,93.66,53.13,0.23,104.9,-0.04,0.09, -   ,2.47,2.47,2.8,2.33,0.43,-1.65, -   ,1.24,94.13,1.83,-0.67,-0.28,3.33,96.6,91.87,89.73,-0.5,-6.2,-2.6,-5.9,-9.1,-6.2,-2.6,0.9,0.6,0.2,79.7,-0.66,-0.79,-0.12,9.83,7.53,21.4,29.5,758.07,322.35,4394.04,317.66,730.98,1551.64,663.01,540.55,3486.51,162.12,119.99,77.69,-0.77,-3.04,0.91,0.22,0,-7.18,0.7,14.53,130.2,83.4,108,104.9,98.2,61.5,3443.29,-6.7,128.4,7.21
31/05/2013,5073.5,91922.61,63760.81,18588.21,40093.75,27802.18,5073.5,-5,-8,-6.2,-10.3,-7.5,-7.2,-3.5,0.5,-0.2,5.61,79.1,92.54,0.13,0.41,1.02,93.94,53.07,0.24,97.6,-0.04,0.09, -   ,2.43,2.53,2.8,2.37,0.44,-1.74, -   ,1.26,94.27,1.86,-0.5,-0.13,3.33,96.7,91.83,89.87,0.1,-3.9,-0.3,-4.1,-6.9,-5.7,-1.3,0.9,0.7,-0.1,79.5,-0.68,-0.82,-0.13,9.77,7.47,21.5,29.5,758.13,320.45,4420.96,318.34,733.02,1554.36,661.99,520.45,3470.49,162.98,120.61,77.92,0.11,-3.02,-0.35,-0.04,0.1,-8.28,4.76,14.72,128.5,76.7,100.5,90.8,91.4,61.38,3453.08,0.6,142.7,7.46
30/06/2013,4710.5,86620.3,57229.13,18745.56,39163.27,27568.12,4710.5,-5.6,-7.4,-5.4,-7.8,-9,-6.1,-9.5,0.2,-0.4,5.7,79.8,92.7,0.13,0.4,0.98,94.2,53,0.23,102.2,-0.04,0.09,0.09,2.4,2.6,2.8,2.4,0.42,-1.71,0.28,1.21,94.4,1.76,-0.87,-0.67,3.12,96.8,91.8,90,-0.3,-8.8,-8.2,-10.8,-7.1,-6.2,-5.3,0.8,0.6,-0.1,79.5,-0.66,-0.8,-0.12,9.7,7.4,21.6,29.5,758.2,318.6,4447,319,735,1557,661,501,3455,163.8,121.2,78.14,-1.61,-3.01,-0.03,0.21,0.01,-15.09,19.66,14.9,133.3,83.2,105.9,94.3,94.3,61.37,3477.16,0,143.3,7.54
31/07/2013,5172.82,91778.38,62560.16,19608.37,41199.66,27351.07,5172.82,-5.2,-9.4,-7.4,-14.3,-6.6,-9.1,-8.8,2.9,0.5,5.63,79.1,92.77,0.27,0.35,-0.35,94.23,53.03,0.21,102.1,-0.03,0.32, -   ,2.37,2.53,2.7,2.4,0.45,-0.49, -   ,-0.97,93.66,0.65,-0.8,-0.85,-2.07,96.87,91.97,90.17,-6.5,-7.8,-5.2,-11.9,-6.7,-6.9,-5.9,0.9,1.2,0,79.7,-0.78,-0.55,17.78,9.6,7.3,21.47,29.33,762.34,321.67,4475.3,319.67,743.42,1588,668.08,500.33,3500.49,163.6,120.76,77.89,-1,-3.53,0.65,-0.19,-0.06,-7.4,5.82,15.09,131.1,78.6,103,95.1,103,61.21,3466.16,7.9,131.3,7.38
31/08/2013,5322,96719.81,65029.14,19771.46,42231.38,27307.73,5322,4.7,-8,-6,-8.7,-9.2,-6.4,-2.3,1.4,0.3,5.84,79.6,92.83,0.27,0.35,-0.36,94.27,53.07,0.2,105.7,-0.03,0.32, -   ,2.33,2.47,2.6,2.4,0.44,-0.49, -   ,-0.98,92.92,0.64,-0.77,-1.25,-2.11,96.93,92.14,90.34,4.3,-7.5,-5.3,-9.2,-9.3,-5.3,-2.7,0.7,0.9,0.2,79.8,-0.79,-0.56,15.1,9.5,7.2,21.33,29.16,766.49,324.73,4503.61,320.35,751.85,1619,675.15,499.65,3545.98,163.4,120.32,77.65,-0.58,-4.05,0.28,0.25,0.23,-10.72,5.49,15.28,123.9,88.8,113,100.3,102.5,61.15,3461.94,2.2,136.2,7.58
30/09/2013,5411.7,98710.92,66579.61,20123.03,43157.87,27580.99,5411.7,15.1,-0.2,3,1,-4.4,3,7.2,0.4,0.3,5.71,80.8,92.9,0.26,0.34,-0.35,94.3,53.1,0.2,110.6,-0.03,0.31,0.9,2.3,2.4,2.5,2.4,0.43,-0.48,0.85,-0.96,92.2,0.62,-0.57,-0.54,-2.09,97,92.3,90.5,11.4,-4.8,-2,-4.5,-7.1,-0.7,4,0.6,0.9,0.4,80.2,-0.77,-0.54,12.69,9.4,7.1,21.2,29,770.5,327.7,4531,321,760,1649,682,499,3590,163.2,119.9,77.41,0.69,-4.55,-0.75,0,0.84,-7.36,15.46,15.47,132.5,87.1,114.8,109,109.8,61.15,3471.27,0.8,145,7.45
31/10/2013,5559.72,98941.93,68837.95,20982.06,44872.92,28310.76,5559.72,10.4,-2,1,-4.7,-2.2,0.2,5.2,0.7,0.2,5.83,79.8,92.8,0.27,0.52,1.09,94.5,53,0.17,108.3,-0.06,0.24, -   ,2.4,2.47,2.53,2.5,0.36,-1.94, -   ,-0.68,92.44,1.48,-0.5,-0.61,-0.92,96.87,92.67,90.87,7.2,-3.9,-2,-5.6,-5.3,-1.1,0,0.7,0.9,0.3,79.4,-0.79,0.2,-12.02,9.33,7.07,21.1,28.83,775.72,329.22,4589.29,321.67,766.74,1667.87,685.03,501.02,3620.33,163.67,120.3,77.75,1.16,-3.98,-0.16,0.07,0.7,-9.85,5.32,15.66,136.8,87.7,108.5,106.8,101.8,61.06,3505.91,-5,130,7.52
30/11/2013,5269.11,92710.83,68430.02,20442.67,44285.13,27527.43,5269.11,6.6,0.2,5.4,-0.2,-4.8,0,5.6,0.7,0.2,5.8,80.4,92.7,0.26,0.5,1.04,94.7,52.9,0.17,110.3,-0.06,0.24, -   ,2.5,2.53,2.57,2.6,0.35,-1.91, -   ,-0.66,92.66,1.41,-0.42,-0.48,-0.89,96.73,93.03,91.23,8.4,-2.8,1.9,-3.5,-6.8,-2.6,-0.2,0.8,0.8,0.3,79.8,-0.77,0.19,-13.22,9.27,7.03,21,28.67,780.78,330.68,4645.71,322.33,773.26,1686.13,687.97,502.98,3649.67,164.13,120.7,78.09,1.55,-3.44,-0.06,-0.22,0.36,-6.4,1.92,15.84,141.8,99.4,99.9,107.3,102.4,60.88,3494.41,-4.9,135.5,7.47
31/12/2013,5403.42,95769.95,70041.28,21316.88,44635.11,27161.04,5403.42,8.3,11.6,20.8,16.5,-2.6,-2.4,-0.5,0.5,0.3,5.9,80.8,92.6,0.27,0.51,1.06,94.9,52.8,0.17,105,-0.06,0.24,1.23,2.6,2.6,2.6,2.7,0.36,-2.01,0.47,-0.68,92.9,1.44,0.17,0.23,-0.93,96.6,93.4,91.6,8.7,5,11.9,7,-3.5,-1.7,-4,0.6,0.8,0.4,80.1,-0.8,0.2,-15.75,9.2,7,20.9,28.5,786,332.2,4704,323,780,1705,691,505,3680,164.6,121.1,78.43,4.85,-2.88,0.04,-0.17,0.45,-8.49,8.91,16.03,139.5,91.6,103.8,96.7,93.5,60.65,3510.06,-3.2,129.8,7.51
31/01/2014,5254.48,92227.3,68648.36,20907.52,43283.12,27288.22,5254.48,12,-3.4,-0.5,-5.8,-3.9,3.9,-3.9,0.8,0.7,5.94,79.8,92.6,0.26,0.26,-0.45,94.69,52.87,0.27,103.3,0.01,0.29, -   ,2.7,2.63,2.53,2.7,1.94,0.92, -   ,0.36,92.11,-0.05,0.16,0.33,-0.63,96.53,93.64,91.91,8.6,4.9,8.8,3.7,1.8,6.2,0.9,1.2,1,0.5,81.4,-0.05,0.17,-7.75,9.2,7,20.87,28.47,788.03,333.37,4730.18,324.03,783.44,1720.16,697.54,504.66,3705.49,164.67,121.2,78.65,2.42,-2.65,-0.42,0.36,1.48,-7.39,0.88,16.29,139,89.4,101.2,96.3,90.5,60.74,3517.09,-5.8,129.4,7.34
28/02/2014,5515.58,97668.24,71999.17,21197.06,45435.69,28469.8,5515.58,8.4,-1.8,3,-1.2,-7.3,-0.7,-3.5,0.4,0.5,5.89,80.3,92.6,0.23,0.23,-0.41,94.51,52.93,0.24,100.2,0.01,0.26, -   ,2.8,2.67,2.47,2.7,1.72,0.82, -   ,0.32,91.39,-0.05,-0.1,0.18,-0.57,96.47,93.86,92.19,9.7,1.5,7.6,2.4,-5.6,1.6,-1,0.7,0.8,0.4,80.3,-0.04,0.15,-7.59,9.2,7,20.83,28.43,789.87,334.43,4753.82,324.97,786.56,1733.84,703.46,504.34,3728.51,164.73,121.3,78.84,1.09,-2.44,0.53,0.14,0.61,-3.8,3.88,16.52,136.3,85.7,102.9,89.4,86.3,60.76,3519.67,-3.1,129.3,7.52
31/03/2014,5451.42,97434.54,69757.03,21388.5,45567.84,28015.57,5451.42,6.7,1.2,5,-0.5,-0.7,7.2,-0.7,0.6,0.2,5.87,80.5,92.6,0.26,0.26,-0.45,94.3,53,0.26,99.5,0.01,0.29,1.43,2.9,2.7,2.4,2.7,1.87,0.91,0.75,0.36,90.6,-0.05,-0.25,-0.21,-0.64,96.4,94.1,92.5,5.7,-0.5,3.5,-2.2,-2.3,3.4,-0.7,0.9,0.7,0.3,79.9,-0.05,0.17,-9.09,9.2,7,20.8,28.4,791.9,335.6,4780,326,790,1749,710,504,3754,164.8,121.4,79.06,0.49,-2.22,0.44,0.45,0.75,0.16,4.34,16.78,134.9,86,100.6,85.9,89.9,60.94,3542.91,4,120.7,7.53
